cell,ece,brier
canonical,0.3808699846661241,0.9253841416768106
coherence_off,0.48112166197894374,1.0312204585489784
dirichlet_edl_readout,0.27472612934499435,0.8534205505128277
single_layer,0.3882995711586938,0.9323276947114933
softmax_readout,0.656476840743954,1.313171344162893
teacher_only,0.3213424264130258,0.673294245158228
top1_fusion,0.4080794921588433,0.9500433818060339
uniform_aggregator,0.3822919769861563,0.92680828300758
